mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,label
10.608715646634653,7.3136442998976054,7.507441243502459,11.826481441972309,10.550510232080631,6.930337913085637,9.697055679436518,9.37064404913524,9.739024123845875,8.057863717538819,5.084617096534771,9.637461768982789,10.69480229096667,11.568451639329057,7.121597225607507,7.281209109011911,7.57523080000265,13.2945647964573,8.742999206606221,14.239302479638368,9.020963502793219,8.931509676628664,7.837041814881703,11.30831967439934,14.739348508786488,11.041950800289158,7.9306306871271826,10.951782476452143,13.372008032949958,11.4327469177597,9.923930284874789,7.40480242066489,10.429578368621677,10.371885282008153,9.957955318416595,9.925996290777293,7.902999150035862,13.07159379708865,10.286820972689197,10.633170890119018,happy
7.798906838949641,9.890239894152229,7.444351769373631,9.324355320748097,11.425792222132781,11.909764662749053,8.109584596242696,14.527486058569618,11.337888191190002,11.703368532758349,13.397573714642213,11.430698548767582,12.154932416499872,12.012861908380046,10.987112205789321,11.082373255084867,10.242523204362223,9.172449384548802,7.427867105352814,8.04322377545832,7.646800974026123,7.772525172042249,10.653904690000564,14.059489598433132,12.04445843634527,9.631922455490177,10.230147810598893,8.213121190945891,11.044061085628261,13.929676213352723,5.74345616162716,11.036009104036195,9.440646193769616,9.711915786138112,7.5721593376201355,9.862055362677165,10.3221420376262,9.085801505432963,9.119056551832411,11.194588280111752,happy
7.880139886614938,10.273782059237837,8.542546793253553,12.920844013917968,10.710843292924181,12.655709056267176,7.301122955010465,9.326244575251986,9.037947613807574,10.574804484374178,8.918032409135643,9.207395390239716,9.736621777884253,10.053124452673705,9.126462546725248,11.512274363222648,8.450012710635558,11.413519631861957,9.972799928369698,12.559485564372409,4.747898384871378,11.123419070775537,11.212493129623093,11.504057214523387,7.7963921090661055,11.736417439107,11.595306082191117,10.654070787464592,8.77021566195301,10.069132479734455,11.68700516971367,13.142952005841206,12.320813292504532,7.776062412479035,12.610428920115574,11.257556070336891,12.477454605878396,12.233566144510391,11.420880995304122,14.982332309095234,happy
7.781665462427673,9.159189003081746,10.553756212188171,10.86747634939777,10.797011601626743,11.61282051246572,10.030907832241697,10.384168005340449,10.183516063808971,10.101570802978934,11.262988076746177,9.953840759883548,12.44705186208288,4.644569985996991,8.057520401815774,7.467677013401402,11.729676699228728,10.220714957191797,9.79224098652833,5.357630772354784,13.144593372157932,11.392478139832356,7.500746841784318,12.046539889398668,7.323374634804788,10.843485846124487,13.012263875281075,9.800966212997393,9.41308254019144,10.642068319694404,8.505472894497132,7.747277121594895,10.475292033566195,9.638494706514003,7.227264414862676,12.046502445840392,8.559339963948918,11.144578966201637,9.62519358844071,9.18109481591404,happy
10.484942858096856,11.708572914234441,10.601640813153113,9.136231540548586,10.588471338727771,9.001039778153553,8.85533381212864,11.92874639243422,11.802083787013018,10.909286820796213,4.8916384870511145,6.4334342135134115,5.825609172323387,8.084458831172356,8.41922212064562,11.70103819655204,11.06071682403758,9.837059978647103,13.368031094729997,9.075612387129928,11.05201958686934,8.453964220120454,13.025165697427818,11.834008577303658,8.063906946433065,8.423905924350718,10.658961524355956,11.171382406680916,6.127640563266011,10.592800792462118,10.665865823937324,10.761735012816262,12.545923133423525,8.051489901265514,12.686074000646087,8.600546242276728,10.547772157827039,12.589411647398212,10.66294801293259,10.362825297679539,happy
11.802546879907354,11.08539495308673,11.412944124577702,10.086569179303819,9.274139310542031,12.507385952353376,13.91681453033851,10.812137286747326,11.923947668514367,8.507597341579743,12.515238170273065,10.382525726339212,12.106057702247089,8.464168990628663,10.412105227469137,7.8791536578072545,7.705729730592676,11.591916123987563,14.275352555389759,9.687632876488982,10.012729800529273,8.623126280125469,9.02238642327186,3.5647682025888665,5.896830706266039,8.92867588780536,8.539008093191859,10.240784153592646,12.3696726822778,6.749727225148169,10.724609489319844,8.49730877480635,12.063696627065518,8.867389722346761,8.54161902438821,6.815182464431329,13.957728428609423,12.72016747464381,9.377419007488163,10.841541035826477,happy
9.317204526025051,9.473402495991479,9.332269102719025,9.802037070907934,10.898122311672221,9.269255198959362,8.944086782295804,9.541102747447145,12.203607842307367,9.494806709282013,5.511446328479886,7.840838280092706,13.98689863457852,11.026069401878127,6.2895430087904085,8.766882150923339,10.764429636730435,10.273713548058243,5.788722933923499,8.235896395641044,10.91966771994493,8.84917084494182,8.094389935888598,9.003394699239909,12.338233581396963,10.22230717493525,10.956757984722081,8.849893913520965,8.407524669153863,7.859605257844786,11.338171561684987,10.91164603772009,9.640682952401708,14.046790756909214,11.62389643718631,9.229534162383871,11.251831561353105,9.419427194943042,7.55973656047143,10.706881340741521,happy
10.982030681297271,9.982086365720345,7.952555282838278,8.61383522681447,11.054512664826907,11.869160816903653,6.019819843531247,8.499142419251106,12.725094349889229,10.398447203926416,10.29765901958136,9.04457974453152,13.644577920442451,8.846581690902505,5.713914312322683,11.730967595975594,10.581953055870033,12.0256375996198,10.68209611069943,11.499822016137372,9.560405824206834,14.45575821402452,11.0329208993621,14.484865856237139,5.110031036372477,12.57802538650147,8.712085054746035,9.35616403395805,8.500067093374339,10.99252426928815,12.052186817404278,9.287618791490845,10.116523761084276,8.418454819675318,10.354020283473588,9.486932143645753,7.575521499698198,11.290133895812486,10.001146432878736,9.020296767730535,happy
9.489662986568957,10.064291415430253,12.27019662083616,7.871585277662228,10.781889694538838,9.031002219346437,9.918428457262111,9.630642242381118,10.251359855199174,9.95656332158437,12.365935296468201,6.351852961887179,6.552601678119981,9.23006711087902,11.898245796474715,11.104028157479485,8.589356305657553,6.535882290434185,8.438355545491293,9.414107459423342,10.609905191159406,11.677059057889618,11.627193945065363,11.811054369541983,11.603359817545583,12.154210502318485,9.367172120517395,10.368538704148175,6.08914392423037,7.573856044002548,12.415302799959534,13.07548300534309,11.4194485378234,10.444200659384437,13.260642913896245,6.77765729108239,11.115819719486081,7.358323297673655,8.93436566829508,7.592385093584842,happy
11.133699806895734,8.184748176233276,8.368853817791395,7.3419431997640014,11.776531907474721,9.810937073010242,12.308561218726425,10.94868255483862,6.4276250105084936,9.62382160024788,11.370093442468736,5.866193467842984,8.031845354393123,9.407579085532934,9.683508218335414,7.902464866425634,5.236058619314521,10.192207026866491,12.611353972040238,9.119899513466091,9.90705899520287,8.36170477659145,9.982478834384892,7.499840392629564,13.162602293825195,10.84359894029356,7.516389064517567,11.881171646658236,9.530673335903163,8.382100811290034,7.863294961776026,10.831321088584904,7.389202338299862,11.96775535864556,11.161934468167567,10.704263331109411,10.520542536691133,9.559175932776833,8.901191505046079,10.45584166703813,happy
